#"Step","Potential Energy (kJ/mole)","Temperature (K)"
73700,250.01326550433117,302.6785428023955
73800,278.9625916730326,286.5409729795673
73900,239.99457053045384,293.57402408404386
74000,259.5124129371104,286.229623701909
74100,260.17104008557806,294.7312267006201
74200,280.0978710799697,310.19664149556115
74300,239.72638309465754,297.57893358077996
74400,212.28546039687907,292.21196052791123
74500,225.74391189563022,295.67784607608434
74600,254.68990489065857,262.79685429919545
74700,193.86015382442983,283.4225428407385
74800,241.9139877790128,262.48740325203215
74900,201.73573762896416,294.012124822237
75000,246.24758804866158,277.50335835256726
75100,193.97529603311318,298.806326257293
75200,223.3827591571826,273.2111483199771
75300,217.16222076300642,268.33911852509107
75400,161.56148278104342,273.80246378108313
75500,248.945532245994,274.9071996683064
75600,206.7052117255922,282.5857459395125
75700,209.66584703865976,268.2368752056373
75800,240.68503445857039,275.2081709246099
75900,189.2794542318091,293.86507935715554
76000,224.02780338445444,289.9334018954431
76100,222.96418746587233,303.9569196327528
76200,257.20395432592835,277.28554755232346
76300,184.9840349077964,303.17992021917786
76400,256.8820888699174,269.4605123664894
76500,207.95105401030503,302.0657710725546
76600,244.67277595687307,307.53609368256616
76700,260.05075707657414,302.07313667983914
76800,194.8237316827841,323.8388480256491
76900,244.3783672460456,285.2878602080759
77000,192.19970134340198,294.73056491405833
77100,212.03523856351433,275.6898033270728
77200,222.10013551279843,293.63151790999507
77300,253.1832577322092,289.7897981857897
77400,180.57901528057252,301.1486848091958
77500,241.9375549904658,263.24295151519595
77600,191.3988015643472,270.32311500186063
77700,213.07632783354393,247.79360973954124
77800,205.16198379347514,282.55995072899594
77900,203.00656578752856,285.35786355952945
78000,230.1602928329156,288.5826544701837
78100,203.53857765855733,307.7433593820167
78200,236.80645913523165,327.4598174882347
78300,232.38216610489113,319.1309691049351
78400,236.2961014424945,294.659727453321
78500,250.16687870707486,269.32621192360006
78600,218.05186647878347,296.1284848591629
78700,260.1168422537488,280.97763468542934
78800,230.62887632875837,301.17772442544344
78900,223.213686824119,307.26723671352283
79000,276.55313367585524,284.57019137329337
79100,206.96271280302636,297.3160855021359
79200,289.6386662798173,261.935090899256
79300,252.61627970792523,282.21296178382636
79400,266.4758497388031,295.1643237383747
79500,291.0374083683217,288.8060088920096
79600,237.49846642089594,310.3611683272611
79700,276.6676381659297,300.11213023782284
79800,225.8206956509712,307.6809890590989
79900,233.6252593122011,267.0510453876351
80000,256.53522621174193,270.05132341757746
80100,255.99707049110162,262.3689973521459
80200,211.7500169598043,277.6925920676605
80300,252.50486201182807,278.62781161197347
80400,211.3872130079742,282.583940255105
80500,233.66629824101608,276.99033962206073
80600,229.3979478120694,300.57741223958584
80700,203.35014516838572,306.89963549383793
80800,239.01040186988348,252.17480659868053
80900,184.98673085035026,284.5174824404704
81000,250.21101354069535,271.8110139595598
81100,185.66854840899802,306.7069461585258
81200,232.91231047864233,301.2897322222048
81300,203.10669518299213,301.31982702803737
81400,206.77303736748516,299.5236148322011
81500,221.26499393693715,294.1634855267874
81600,209.55079594621634,297.53612476696134
81700,230.33065336776917,289.388830615991
81800,223.58168984286115,304.9490011871063
81900,222.66871427036014,282.38856130191806
82000,223.77682913913117,299.40713688309864
82100,211.4597196786046,312.73744392940006
82200,235.56733875014146,299.7429250157157
82300,176.40670661384502,295.5382691164962
82400,207.8350934569221,275.8288884108931
82500,223.8257043425999,288.2086493089492
82600,219.96519387162695,315.595472254641
82700,255.4287441332399,300.5451400760415
82800,182.44021805174503,306.0522614340196
82900,219.11019198889187,281.263403866685
83000,193.12154311265175,299.7052963894788
83100,201.70176669469697,273.1103289833489
83200,175.610200590458,289.51608641699846
83300,191.96904624777156,257.1507057161697
83400,191.56372648029446,272.17660943317145
83500,204.2833507053287,249.55740315100513
83600,198.58649780074558,271.07099969096424
83700,248.52738332923892,271.69513644484044
83800,235.08894532545827,305.1216382465159
83900,278.6521474605611,286.28984486010506
84000,233.46545115839254,303.2519887331066
84100,229.342060484797,307.926426530765
84200,235.3820841530108,292.6773938633852
84300,238.83352736832188,312.635714363432
84400,250.4768351926895,310.60426775013946
84500,252.73199886769967,317.19392634545505
84600,235.84983198142436,302.8266481002516
84700,255.2173577885319,290.2497681971252
84800,217.87302602636544,312.16263659087343
84900,256.1566906074075,303.44801200134486
85000,215.93234205780587,300.6538427176149
85100,237.75923101467265,294.02826394177316
85200,237.0605489354474,310.25242145414484
85300,233.96661928812614,295.4205411475986
85400,255.46972032683834,280.1345562029222
85500,234.86936332961477,289.6307550675335
85600,256.8609215827323,291.72956447127154
85700,234.56053803145358,286.60725627117256
85800,214.06025634915,264.8508461760238
85900,216.2025260661256,289.2344449834378
86000,237.35720100877776,274.218283208743
86100,216.252872983737,274.93421220632007
86200,199.139351054345,275.7125633969989
86300,209.1960389210255,287.3656060642103
86400,240.9371734868292,269.8382135226739
86500,225.7605474445474,284.00206584941037
86600,230.58574368376085,278.3487968819993
86700,224.1712900450103,267.5072151652399
86800,227.50455027225146,284.9841550959618
86900,220.48618748383947,290.3037103405187
87000,226.23510826781416,271.36890721017124
87100,210.09791524252765,292.29078211831273
87200,264.5422984655614,279.8554051313
87300,173.74390491066717,291.0810946315659
87400,227.13886860614065,265.81424685088655
87500,240.0705223019175,260.72954943037735
87600,213.85933681284206,278.33312016818434
87700,241.88180021793528,288.59919468761217
87800,235.0332066358647,302.54978961836366
87900,253.89938510801898,305.7917334576577
88000,233.27418594022112,312.30453734720743
88100,235.115346471025,307.4628614505927
88200,244.29871383481884,326.982090406308
88300,216.32212130685897,316.3448405997656
88400,267.51262965390646,294.86830155999735
88500,242.2971233358805,317.41970034654133
88600,270.4839810845195,297.6882031737542
88700,248.14439976151942,290.6081070083914
88800,253.5487099417897,299.3440047241226
88900,269.81568811264924,305.8483248583567
89000,254.04502399619633,307.907918169944
89100,240.70853558929534,306.1702331549272
89200,269.2064477917355,269.0486552645519
89300,228.17915790941058,301.0456619131073
89400,246.41360936480916,288.6859748110255
89500,227.95699857966957,302.12929340867186
89600,216.60887235854275,308.53444632262887
89700,221.1510241610029,325.59787728184244
89800,233.90940148350828,317.0029581807562
89900,200.58500696853173,313.581176516761
90000,274.49238740197075,285.54213857110364
90100,211.62032343110275,319.10054844239664
90200,255.99852710235044,297.23541393570696
90300,264.16315506169605,324.24456991732563
90400,239.25089143049914,323.2163538663529
90500,269.14095942567474,295.1834252078905
90600,210.95326673679088,304.3610169461398
90700,255.49606713016334,285.2704292361277
90800,219.55104585796195,278.36441064184703
90900,197.52490330573227,311.3963287198424
91000,255.8013487772742,297.771314444657
91100,183.90924044463577,315.4872187424452
91200,254.49495547248242,257.64523881173506
91300,166.2034505043688,292.80935102803744
91400,253.06529460841332,265.0841411941075
91500,206.37550227066245,283.9753613130861
91600,222.39277596392856,280.1011202762949
91700,231.5899855022529,270.34408489294987
91800,198.8660031263302,307.5954724395545
91900,235.8200092271311,286.7048361669896
92000,219.09793062748764,292.88055874033233
92100,213.15394822000187,304.80786632826187
92200,258.7961816140989,295.5512359566816
92300,228.0433359105544,307.13061941876117
92400,264.55041253042424,287.1472880421703
92500,218.11134075244473,326.5565011847893
92600,234.5020942316088,327.12894738090534
92700,237.9547289658725,317.24003393795715
92800,280.07335949322,289.83638801573875
92900,199.81451915120869,297.9904762063795
93000,255.27449955057216,283.4127204854757
93100,232.16269275660943,289.8191734221742
93200,246.93832256447908,295.4541566600727
93300,249.0195598243211,315.19991073074846
93400,244.08221215498122,289.75013935968076
93500,228.04649306098798,286.40088293094755
93600,267.5873385703903,285.2973201917288
93700,232.87518925167865,294.7483815248268
93800,268.6341192696999,293.1164216668324
93900,237.89066461262667,301.1812148487856
94000,226.98105761382314,303.81182118424226
94100,227.93689313470315,308.22616037655956
94200,226.9643225172669,285.74552465532014
94300,220.47670449309825,317.58327832142794
94400,234.94102327480715,296.7349892223974
94500,184.99658942302148,310.4715909105911
94600,266.62611858021256,268.04389253935767
94700,203.97317075930107,302.4062133944678
94800,278.29626502046426,293.34460893025334
94900,229.35646203453996,327.4110745720516
95000,240.76830475141034,322.73629531041496
95100,265.26161144354353,299.9845462066525
95200,233.29231640139218,313.34498597184034
95300,287.2662034087961,294.36403872379054
95400,227.16337578703747,313.7419599307112
95500,288.24821724411026,309.5162962670932
95600,247.10449072026873,318.6758765649539
95700,260.0769984518413,324.7193617167768
95800,249.39008816796945,312.66840311471407
95900,204.46306011036302,310.03493978272405
96000,250.81411728969772,304.48827014313565
96100,209.08161765555977,316.0781414738369
96200,268.29138867215227,305.5493019773033
96300,255.82510976343178,334.52100104181494
96400,264.29984766084294,330.2352480731808
96500,246.64094127044734,333.28556994352607
96600,240.70473103462706,312.61390790398065
96700,250.06380034286715,306.1514088190492
96800,250.0962421616457,293.07949658918227
96900,246.07030711146666,293.87480670500736
97000,244.86226268996103,295.867738094557
97100,231.60495581172103,320.1629605458204
97200,270.51474472648334,300.9891653115915
97300,206.20596924912715,320.2624094663033
97400,259.8130058996544,287.76001423734874
97500,234.03953801758198,302.78834323599403
97600,213.11170363615258,296.24582591001905
97700,252.4744912593427,285.836219780348
97800,214.68990644719196,281.73004708601775
97900,220.3011621331802,296.2640988943827
98000,228.14666799490274,314.86890712759185
98100,238.94782393426144,291.46404233492024
98200,207.25549545283783,297.57069983994955
98300,232.8731899912631,289.7884487050652
98400,218.58334434854766,294.63331520771595
98500,214.55340228165167,286.4911876220599
98600,220.67861997370593,271.8017115564639
98700,215.46171435558784,274.7032600812784
98800,220.84250876665766,281.5734372027382
98900,242.58073622602154,281.8171696264643
99000,205.15204346531124,288.77376354638494
99100,269.21567051660935,286.1965177918033
99200,228.5107170623835,301.1847876273385
99300,223.31839160182292,305.4168005687764
99400,203.0431273087792,309.8700453026322
99500,223.12917589569278,289.0507921166456
99600,211.68524959034985,319.181816413525
99700,242.17062835968105,305.1876690484577
99800,235.36263183857716,300.4581722323057
99900,238.45764897101077,291.1023757457894
100000,241.1876796394654,303.32757862728516
